-1.15151	1.34379	-8.08008
-3.53746	2.71186	-12.9497
-7.49388	2.90999	-13.4681
-11.9052	1.08577	-15.9817
-18.0204	0.180914	-18.8896
-23.6378	0.509439	-18.2495
-26.7056	1.37917	-23.5631
-27.6731	1.54715	-27.207
-29.4675	1.14721	-22.8839
-30.9153	-0.211808	-27.269
-32.6856	-0.901866	-32.1763
-36.8515	-2.8672	-30.7704
-41.9585	-4.08567	-26.8032
-44.0381	-6.21201	-37.1846
-46.1087	-9.01038	-34.3001
-47.0763	-12.0457	-27.8335
-43.6078	-15.687	-33.8985
-38.8317	-19.3183	-33.6718
-31.21	-23.2045	-34.7289
-21.9927	-27.9889	-25.9613
-6.047	-35.2148	-38.5326
8.11706	-42.9173	-41.2995
20.2869	-50.4909	-37.0828
32.7391	-59.4348	-43.6976
43.4039	-67.3625	-47.8619
49.6417	-73.9506	-37.5022
55.9236	-81.7433	-35.5742
51.5415	-85.7508	-13.004
51.4232	-89.1103	-12.5464
55.0509	-91.6046	-31.4072
54.9484	-90.955	-43.1276
47.8529	-88.2968	-32.8672
53.5105	-83.8686	-55.4865
60.2099	-79.2812	-68.1123
79.6809	-65.8898	-83.6126
83.44	-61.304	-55.2428
107.115	-57.9543	-92.5335
126.63	-50.6502	-96.4459
138.405	-47.1651	-107.807
144.699	-39.4785	-113.914
147.343	-36.7565	-122.522
138.616	-33.8988	-139.81
131.009	-32.8755	-152.285
130.016	-29.8991	-187.992
119.217	-29.1814	-198.834
108.872	-28.6982	-211.105
107.193	-26.867	-228.778
105.035	-26.8651	-236.729
104.506	-27.4525	-243.197
106.079	-29.6665	-256.744
111.052	-33.0889	-272.698
118.142	-36.4685	-286.96
127.389	-39.8021	-300.481
139.476	-42.8978	-314.761
149.89	-47.1769	-326.177
157.847	-50.9178	-332.986
164.594	-55.0002	-349.603
167.468	-60.958	-368.975
166.316	-63.4277	-390.916
159.64	-62.7817	-405.631
153.849	-58.4949	-422.599
150.878	-53.3715	-427.822
157.903	-47.2798	-441.497
167.701	-40.7433	-447.073
180.248	-35.0187	-461.305
193.653	-29.8399	-486.491
200.463	-25.1006	-486.954
203.969	-22.718	-483.482
217.925	-16.7308	-512.343
223.312	-12.3819	-524.018
229.789	-10.4519	-533.731
236.431	-10.6029	-546.925
244.376	-13.0519	-570.114
252.158	-17.7451	-585.701
258.397	-24.7394	-597.307
269.331	-32.6248	-626.46
265.215	-42.0453	-630.358
261.311	-51.6652	-640.628
253.374	-63.4505	-662.303
239.141	-71.9639	-678.101
235.147	-78.1868	-717.408
220.657	-80.8895	-715.958
213.648	-82.0622	-736.786
203.996	-79.9659	-730.966
205.596	-76.009	-747.5
214.794	-70.1546	-775.061
214.599	-63.9024	-754.154
227.453	-54.7982	-789.892
232.383	-44.6357	-792.241
234.139	-34.5147	-798.259
236.412	-27.7562	-804.04
239.734	-24.1956	-810.331
238.855	-18.9352	-815.539
241.906	-16.1068	-820.552
250.911	-14.7368	-850.04
250.911	-14.7368	-850.04
252.444	-21.0322	-847.334
257.786	-26.9902	-854.946
268.693	-34.863	-867.653
279.255	-40.7753	-886.783
278.24	-45.7083	-883.2
284.075	-48.2825	-897.36
298.298	-47.2263	-921.843
300.271	-48.5378	-882.347
324.106	-52.3322	-895.523
347.148	-53.7631	-890.003
375.285	-54.8863	-883.986
397.953	-54.3376	-856.868
428.828	-52.1043	-875.304
433.536	-50.5423	-869.423
431.898	-46.7943	-882.428
412.475	-41.7401	-849.053
418.88	-36.7514	-865.737
406.256	-32.0522	-830.228
410.709	-29.3679	-840.329
407.356	-29.1399	-852.704
389.742	-31.5631	-827.62
395.777	-33.9463	-846.22
394.406	-38.0067	-848.774
389.772	-42.0776	-831.679
391.386	-48.7867	-839.952
382.042	-58.3702	-823.758
391.97	-66.555	-865.846
385.881	-73.3197	-864.544
375.744	-78.3676	-852.741
379.611	-82.6998	-875.572
374.782	-84.0061	-872.546
368.109	-84.5068	-854.825
377.198	-83.5715	-882.612
384.242	-81.8916	-892.45
396.947	-78.8462	-893.706

458.702	-106.9	-1045.94
