203.987	44.1015	-746.817
217.662	58.2721	-740.757
213.223	20.1526	-747.864
199.145	18.9704	-757.006
170.549	65.259	-766.499
214.655	62.2502	-756.958
178.992	66.4776	-763.699
175.679	66.5626	-764.41
174.595	69.0215	-764.403
214.837	63.6884	-756.995
170.368	61.0078	-768.363
195.704	120.545	-752.344
192.041	47.6238	-769.305
160.795	-2.32903	-775.504
165.493	79.5379	-772.012
198.674	15.9885	-762.281
157.638	-28.659	-774.762
214.091	62.3091	-756.677
203.351	20.1869	-762.93
220.181	31.379	-757.223
183.107	27.2869	-767.298
226.539	31.9255	-757.542
182.245	31.1388	-767.532
216.418	93.9696	-751.116
205.132	25.0879	-766.312
178.847	17.8351	-771.223
191.652	67.9711	-762.716
213.567	77.9283	-758.485
208.585	48.2592	-763.74
195.539	25.3924	-767.477
181.222	35.7029	-773.03
175.212	40.1588	-774.578
171.506	41.3187	-775.647
178.682	50.4424	-771.197
187.024	89.0177	-764.28
204.947	100.377	-756.879
210.06	84.9946	-759.549
211.028	53.5438	-764.491
202.293	23.8975	-768.72
178.765	24.6452	-773.644
157.492	51.536	-777.319
182.49	115.438	-762.725
197.62	103.99	-764.065
186.569	74.2472	-773.124
164.523	84.1707	-776.134
184.173	151.638	-756.281
187.155	110.07	-769.833
189.03	17.6586	-773.455
172.244	69.5435	-776.09
176.878	60.3303	-778.007
173.651	35.4661	-780.855
192.448	136.865	-755.364
189.086	147.526	-757.214
190.019	80.6104	-769.712
165.482	43.5863	-783.753
157.518	64.1921	-782.781
186.872	128.589	-761.151
193.132	142.301	-755.565
190.849	107.695	-763.485
170.962	79.6564	-775.066
141.202	37.0705	-787.852
169.753	76.7491	-774.98
189.851	119.588	-762.301
187.496	115.46	-759.767
143.697	71.3269	-784.491
146.068	73.2234	-781.712
187.768	124.564	-761.601
166.095	74.391	-776.482
141.931	34.9934	-788.807
181.866	127.789	-762.731
169.396	87.9962	-772.419
162.087	83.8176	-777.017
126.627	6.70971	-791.64
188.889	127.543	-761.921
139.34	4.54011	-789.704
142.801	67.0119	-784.997
192.238	108.767	-765.319
129.46	-15.7359	-794.506
132.954	-0.187659	-791.043
189.148	137.094	-758.944
151.159	49.021	-792.872
193.349	99.3385	-769.335
117.404	35.1256	-801.443
183.621	9.85902	-788.808
73.0534	-18.3875	-812.048
177.209	8.59501	-789.339
124.02	6.9236	-802.575
138.83	31.1207	-803.663
179.553	69.0223	-784.317
163.591	69.9993	-794.332
211.965	104.607	-773.042
180.708	27.9898	-794.606
166.885	-42.7288	-803.085
187.16	140.098	-778.631
181.496	33.6753	-795.648
163.421	35.5623	-808.218
163.421	35.5623	-808.218
119.427	96.4336	-813.709
197.12	-33.4369	-792.424
131.157	57.1318	-798.413
122.284	6.67647	-820.908
152.114	37.717	-805.338
143.964	62.0777	-809.812
106.098	5.16986	-808.468
154.471	50.0703	-807.512
134.201	67.7708	-809.85
150.086	-1.45468	-811.529
171.593	93.1831	-786.201
84.347	78.3831	-818.102
107.132	73.1731	-801.276
167.463	41.1758	-783.976
151.075	77.288	-778.989
180.439	20.9116	-798.951
180.439	20.9116	-798.951
163.784	47.368	-784.107
178.159	28.8904	-779.082
134.165	86.014	-812.956
134.165	86.014	-812.956
120.513	34.2844	-811.968
165.747	76.9636	-807.009
165.747	76.9636	-807.009
176.769	55.191	-781.63
161.852	77.0793	-813.091
161.852	77.0793	-813.091
180.603	47.4733	-799.008
176.469	49.8391	-818.947
176.469	49.8391	-818.947
176.469	49.8391	-818.947
159.109	51.2175	-826.824
159.109	51.2175	-826.824
163.375	62.3104	-820.778
172.806	69.4643	-836.935
172.806	69.4643	-836.935
172.806	69.4643	-836.935
179.987	68.4847	-838.715
91.1327	11.4917	-868.983
96.8719	35.2443	-871.739
166.624	63.4147	-857.649
105.434	32.5976	-866.186
103.773	-0.0460109	-878.062
146.213	-75.3903	-836.151
96.4085	-26.0237	-889.671
96.4085	-26.0237	-889.671
107.597	45.4624	-891.062
105.933	-66.2891	-896.464
140.437	-2.48188	-894.826
108.648	-70.2152	-906.628
107.673	2.51275	-914.343
107.673	2.51275	-914.343
107.673	2.51275	-914.343
138.994	-48.3135	-900.402
101.733	6.36459	-923.077
145.432	-73.6005	-923.401
145.432	-73.6005	-923.401
145.432	-73.6005	-923.401
120.553	-42.9478	-939.581
163.418	22.9878	-940.818
165.624	24.6367	-941.914
184.764	-28.4543	-932.01
172.936	12.3337	-946.26
172.936	12.3337	-946.26
172.936	12.3337	-946.26
154.053	-17.177	-946.945
173.283	1.6645	-963.448
164.315	13.8627	-964.539
134.035	20.5854	-976.217
